show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,country_cleaned,continent,month,day,year,difference
s841,movie,step up revolution,missing,,usa,2021-04-01,2012,pg-13,98 min,"drama, music, romance",a woman aspires to becoming a dancer in miami.,missing,north america,4,1,2021,111
s842,tv show,the black full monty,missing,,uk,2021-04-01,2020,missing,1 season,documentaries,"a peek behind the curtain of britain's first all-black touring strip dancing group, revealing what motivates the men to bare all, and what brings audiences flocking to their saucy performances",missing,missing,4,1,2021,15
s843,tv show,tournament of champions,missing,,usa,2021-04-01,2020,tv-g,1 season,"cooking & food, lifestyle & culture, reality","guy fieri gathers 16 of the world's greatest chefs for an intense, single-elimination culinary tournament. emotions run high as the chefs battle to stay in the competition, and surprises unfold both inside and outside the arena.",missing,north america,4,1,2021,15
s844,tv show,undercover billionaire,missing,,usa,2021-04-01,2019,tv-pg,1 season,reality,"in ""undercover billionaire,"" businessman glenn stearns heads to erie, pa., to try to build a million-dollar company from scratch in just 90 days. with $100 in his pocket, the self-made billionaire must come up with an idea and find a team to help him build the business. along the way, he shares practical tips and real-world knowledge based on his three decades in business. born into a working-class family, stearns is diagnosed with dyslexia, fails the fourth grade and fathers a child at the age of 14. however, he pulls himself up by his bootstraps and displays an unmatched entrepreneurial spirit as a young person, forming his own mortgage company, stearns lending llc, within 10 years after becoming a teenage father. in the reality series, stearns will reveal his true identity at the end of the 90 days, and a financial evaluator will asses the value of his new company to see whether it hits the mark. if it doesn't, stearns will put $1 million of his own money into the business.",missing,north america,4,1,2021,27
s845,tv show,unikitty,missing,,"united states, denmark",2021-04-01,2017,tv-y7,3 seasons,"action, adventure, comedy","cartoon network is transporting viewers to a joyous kingdom full of sparkle matter, happy thoughts and the occasional rage-out in unikitty!",missing,multi-continent,4,1,2021,51
s846,tv show,vegas chef prizefight,missing,,usa,2021-04-01,2020,tv-g,1 season,"cooking & food, lifestyle & culture, reality","chef anne burrell hosts as eight handpicked, hotshot chefs compete for the job of a lifetime – a head chef position at a new, $10 million restaurant at the flamingo resort and casino in las vegas.",missing,north america,4,1,2021,15
s847,movie,zappa,missing,,usa,2021-04-01,2020,missing,128 min,"documentaries, music","zappa is an expansive and intimate portrait of the brilliant and genuinely maverick musician frank zappa, crafted from over a thousand hours of mostly unseen materials from the artist's personal vault.",missing,north america,4,1,2021,15
s848,movie,juda,missing,,israel,2021-03-30,2017,2 seasons,missing,"action, adventure, crime","juda is a low-life gambler hustling a living in the murky depths of the criminal underworld. borrowing money from the french mafia for a seat at a high-stakes romanian poker game he wins big, only for his luck to run out when he is robbed and bitten by a seductive vampiress. unbeknownst to her she has broken the cardinal rule of her forefathers by drinking jewish blood and begun her own path to mortality. facing a race against time she must choose; exterminate juda within eight days before his transition is complete and her own fate and that of her clan is endangered, or save him and risk everything. what follows is a sweeping tale of an unwilling hero’s journey to redemption, true friendship and forbidden love as juda is hunted by romanian vampires, israeli cops and french mobsters whilst running from his own fate of becoming immortal.",missing,asia,3,30,2021,50
s849,tv show,abcnl prime with linsey davis,missing,,usa,2021-03-29,2020,missing,1 season,news,your primetime news source for context and analysis of the day’s top stories. in-depth reporting and storytelling from across the country and around the world – hosted by linsey davis.,missing,north america,3,29,2021,14
s851,tv show,rupaul's drag race all stars,missing,,united states,2021-03-29,2012,tv-ma,4 seasons,"black stories, lgbtq+, lifestyle & culture","rupaul welcomes back the best of the best, the top queens from former seasons of ""drag race"" to determine which of these all-stars will claim the ultimate title and be declared queen amongst queens.",missing,north america,3,29,2021,110
s852,tv show,my hero academia,missing,,japan,2021-03-27,2016,tv-14,5 seasons,"action, anime, comedy","despite being born powerless into a super-powered world, izuku refuses to give up on his dream of becoming a hero. he enrolls himself in a prestigious hero academy with a deadly entrance exam. to make the grade, he’ll have to put in some serious study time with the mightiest hero of all.",missing,asia,3,27,2021,62
s853,movie,5 years apart,missing,,usa,2021-03-26,2019,missing,77 min,"comedy, drama","two estranged brothers born on the same day, five years apart, run into each other at their family vacation home with wildly different expectations for how their birthday weekend is going to play out. starring chole bennet, scott michel foster.",missing,north america,3,26,2021,26
s854,movie,blood moon,missing,,usa,2021-03-26,2021,tv-ma,82 min,"drama, horror, science fiction","when esme and her ten-year-old son, luna move to a small desert town looking for a fresh start, they attract all the wrong kinds of attention. esme must battle to protect her son and a terrifying secret before the next full moon reveals all.",missing,north america,3,26,2021,2
s855,tv show,solar opposites,missing,,united states,2021-03-26,2020,tv-ma,2 seasons,"adult animation, comedy, science fiction","a team of four aliens escape their exploding home world only to crash land into a move-in ready home in suburban america. they are evenly split on whether earth is awful or awesome. korvo (justin roiland) and yumyulack (sean giambrone) only see the pollution, crass consumerism, and human frailty while terry (thomas middleditch) and jesse (mary mack) love humans and all their tv, junk food and fun stuff. their mission: protect the pupa, a living super computer that will one day evolve into its true form, consume them and terraform the earth.",missing,north america,3,26,2021,14
s856,movie,the hurricane heist,missing,,usa,2021-03-26,2018,pg-13,103 min,"action, adventure",thieves attempt a massive heist against the u.s. treasury as a category 5 hurricane approaches one of its mint facilities.,missing,north america,3,26,2021,38
s857,movie,collective,missing,,romania,2021-03-25,2019,missing,114 min,documentaries,"collective is a gripping, real-time docu-thriller that follows a heroic team of reporters as they expose shocking corruption in the romanian national healthcare system.",missing,europe,3,25,2021,26
s858,movie,shortcut,missing,,italy,2021-03-25,2020,r,81 min,"horror, thriller",a group of five classmates is trapped inside their school bus after a mysterious creature invade the road. time runs and every passing minute decreases their survival chances against the constant threats of that unknown entity.,missing,europe,3,25,2021,14
s859,movie,the orange years: the nickelodeon story,missing,,usa,2021-03-25,2018,missing,102 min,documentaries,"the orange years chronicles the rise of the nickelodeon network, featuring interviews with the actors, writers, and creators from all the golden age nickelodeon shows that shaped your lives. it’s wild. it’s crazy. it changed the world.",missing,north america,3,25,2021,38
s860,movie,100% wolf,missing,,australia,2021-03-23,2020,tv-pg,96 min,comedy,"freddy lupin can't wait to become a werewolf, just like his legendary father. but when the big day arrives, something goes awry and freddy transforms into a ferocious…poodle.",missing,oceania,3,23,2021,14
s861,tv show,breeders,missing,,"united kingdom, united states",2021-03-23,2020,tv-ma,2 seasons,"comedy, sitcom","""breeders"" explores the paradox experienced by nearly all parents, the willingness to die for one's children coupled with the near-constant desire to kill them. paul is a caring father who discovers he's not quite the man he thought he was. his partner, ally, runs a recording studio, makes paul laugh and has the ability to read a story to their children while she's technically asleep. in this honest and uncompromising comedy, paul and ally are juggling full-time careers, aging parents, a mortgage, upheavals in their relationship and the unenviable curveballs of parenting their young children, luke and ava. when ally's estranged father michael appears on their doorstep, the family essentially takes on a third child three quarters of the time, but this one comes with baggage and opinions. paul's own parents, jackie and jim, are on hand to help out, but their generation does parenting a little differently.",missing,multi-continent,3,23,2021,14
s862,tv show,genius,missing,,united states,2021-03-22,2017,tv-14,3 seasons,"drama, history","as one of the 20th century’s most influential and celebrated artists, pablo picasso imagined and interpreted the world in new and unorthodox ways, reinventing our perception of creativity. starring antonio banderas, genius: picasso explores how the artist’s passionate nature and relentless creative drive were bound up with his personal life, which featured tumultuous marriages, numerous affairs and ever-shifting political and personal alliances.",missing,north america,3,22,2021,50
s863,tv show,teen wolf,missing,,usa,2021-03-22,2011,tv-14,6 seasons,"comedy, drama, horror","scott was just a regular guy until one bite changed his life forever. now he struggles to understand who he is and what he might become. is he more wolf than human - or is it the other way around? whichever it is, it's not going to be easy.",missing,north america,3,22,2021,122
s864,tv show,the gloaming,missing,,australia,2021-03-21,2020,missing,1 season,"drama, mystery","when an unidentified woman is found brutally murdered, detective molly mcgee teams up with fellow cop, alex o'connell, with whom she shares a tragic past, to solve the crime.",missing,oceania,3,21,2021,14
s865,tv show,catfish: the tv show,missing,,united states,2021-03-20,2012,tv-pg,8 seasons,"documentaries, reality, teen",catfish: the tv show brings together couples who've interacted solely through lcd screens. over the course of months they've supposedly fallen in love – but what will happen when they meet in real life for the first time?,missing,north america,3,20,2021,110
s866,movie,hunter hunter,missing,,usa,2021-03-19,2020,missing,93 min,"horror, thriller",a mysterious predator eludes an aging detective and a cunning outdoorsman to corner and terrorize a woman and daughter trapped in a remote forest cabin.,missing,north america,3,19,2021,14
s867,movie,odd man rush,missing,,usa,2021-03-19,2020,missing,85 min,"comedy, romance","when harvard hockey's bobby sanders lands in sweden's minor leagues, his relationship with the girl at the local market forces him to confront the reality of his childhood nhl dream before the hockey gods intervene.",missing,north america,3,19,2021,14
s868,tv show,abc news exclusive: president joe biden with george stephanopoulos,missing,,usa,2021-03-18,2021,missing,1 season,news,"president joe biden sat down with abc news' george stephanopoulos for a wide-ranging interview, including discussion of migrants at the southern border and new york gov. andrew cuomo.",missing,north america,3,18,2021,2
s869,tv show,truesouth,missing,,usa,2021-03-18,2018,missing,3 seasons,"cooking & food, lifestyle & culture","john t. edge travels around the region, introducing viewers to southern tastemakers, food, culture and history as they intertwine in the beautiful yet complex south.",missing,north america,3,18,2021,38
s870,tv show,holmes family effect,missing,,usa,2021-03-17,2021,tv-pg,1 season,lifestyle & culture,"contractor mike holmes and his children, sherry and michael, tackle projects and surprise deserving individuals who are making positive impacts in their communities.",missing,north america,3,17,2021,2
s871,tv show,mayans m.c.,missing,,"mexico, united states",2021-03-17,2018,tv-ma,3 seasons,"crime, drama","""mayans m.c."" is the next chapter in the ""sons of anarchy"" saga. set in a post-jax teller world, ezekiel ""ez"" reyes is fresh out of prison and a prospect in the mayans m.c. charter on the californiamexico border. ez, the gifted son of a proud latino family and former golden boy, sees his quest for the american dream snuffed out by border violence. faced with carving out a new identity for himself in his small town, ez's need for vengeance drives him toward a life he never intended and can never escape.",missing,north america,3,17,2021,38
s872,tv show,america's most wanted,missing,,usa,2021-03-16,2021,tv-14,1 season,"crime, documentaries, reality","host elizabeth vargas breaks down cases and consults with a team of experts representing law enforcement units, while viewers at home have an opportunity to be armchair detectives by aiding in the pursuit of justice and tracking down culprits.",missing,north america,3,16,2021,2
s873,tv show,staged,missing,,uk,2021-03-16,2020,missing,2 seasons,"comedy, drama, international","david tennant and michael sheen star as two actors whose west end play has been put on hold due to covid-19, but whose director has persuaded them to carry on rehearsing online.",missing,missing,3,16,2021,14
s874,movie,1 night in san diego,missing,,usa,2021-03-15,2020,missing,86 min,comedy,"bffs hannah and brooklyn, played by jenna ushkowitz (glee) and laura ashley samuels (modern family), embark on road trip to san diego to meet an old high school crush. when things don't go as planned, the night turns into debaucherous chaos",missing,north america,3,15,2021,14
s875,movie,another round,missing,,denmark,2021-03-15,2020,missing,117 min,"comedy, drama","another round is a fun, moving, life-affirming and thought-provoking drama about friendship, freedom, love – and alcohol.",missing,europe,3,15,2021,14
s876,movie,another time,missing,,united states,2021-03-15,2018,89 min,missing,"adventure, comedy, romance","the top investment manager at his firm is assigned to help the stunning owner of a recently acquired company. he realizes he has fallen for her, and he has to go back in time to meet her before she becomes engaged.",missing,north america,3,15,2021,38
s877,movie,back in time,missing,,"united states, canada, united kingdom",2021-03-15,2015,94 min,missing,documentaries,"back in time is a look at the impact the back to the future movies have had on our culture. from spielberg to zemeckis, lloyd and fox, paired with amazing trilogy fans, back in time features interviews and footage that must be seen.",missing,multi-continent,3,15,2021,74
s878,movie,constructing albert,missing,,spain,2021-03-15,2017,missing,82 min,documentaries,ferran adrià revolutionized modern cuisine. but behind elbulli’s success was a hidden genius: his brother albert. can albert escape the shadow of his extraordinary past and take his place in the pantheon of the world's greatest chefs?,missing,europe,3,15,2021,50
s879,movie,corporate animals,missing,,usa,2021-03-15,2019,r,86 min,comedy,"a delusional ceo (demi moore) takes her staff of misfits on a disastrous team building retreat led by an overeager guide (ed helms). when catastrophe strikes and the food runs out, mandatory office bonding becomes a lot more... appetizing.",missing,north america,3,15,2021,26
s880,movie,crown vic,missing,,usa,2021-03-15,2019,r,110 min,"action, thriller","during one night on patrol, a veteran cop (thomas jane) and his rookie partner (luke kleintank) chase down violent suspects while searching for a missing girl and hunting two cop killers on the loose in los angeles.",missing,north america,3,15,2021,26
s881,movie,gamestopped,missing,,usa,2021-03-15,2021,missing,missing,"documentaries, news","the first in-depth look at the gamestop cultural phenomenon and its impact on everyday investors. hear from mark cuban, jim cramer, dave portnoy and robinhood’s vlad tenev on this high-stakes saga.",missing,north america,3,15,2021,2
s882,movie,get big,missing,,united states,2021-03-15,2017,86 min,missing,"comedy, drama","""get big"" follows the misadventures of two friends, alec and nate, as they reconnect to attend a high school classmate's wedding.",missing,north america,3,15,2021,50
s883,movie,grand isle,missing,,usa,2021-03-15,2019,tv-ma,97 min,"action, thriller","walter (nicolas cage) and his neglected wife lure a young man into their victorian home to escape a hurricane. when the man is charged with murder by det. jones (kelsey grammar), he must reveal the couple's wicked secrets to save himself.",missing,north america,3,15,2021,26
s884,movie,h. h. holmes: original evil,missing,,usa,2021-03-15,2018,missing,65 min,"documentaries, drama","in the world of evil and deranged serial killers, there is no equal. meet the dark lord of a murder castle who killed roughly 200 people in a self-made house of horrors who may have also been the notorious jack the ripper.",missing,north america,3,15,2021,38
s885,movie,intersect,missing,,usa,2021-03-15,2020,missing,119 min,"science fiction, thriller","a group of young miskatonic university scientists invent a time machine, only to learn that they are being manipulated by mysterious, unseen forces from another dimension.",missing,north america,3,15,2021,14
s886,movie,missing 411: the hunted,missing,,usa,2021-03-15,2019,missing,97 min,documentaries,hunters have disappeared from wildlands without a trace for hundreds of years. david paulides presents the haunting true stories of hunters experiencing the unexplainable in the woods of north america.,missing,north america,3,15,2021,26
s887,movie,naughty books,missing,,usa,2021-03-15,2020,missing,82 min,documentaries,come into the world of erotic fiction and meet the authors who made millions by transforming their fantasies into fiction.,missing,north america,3,15,2021,14
s888,tv show,people of earth,missing,,usa,2021-03-15,2016,tv-ma,2 seasons,"comedy, science fiction, sitcom",people of earth is an american comedy television series created by david jenkins about a support group for alien abductees.,missing,north america,3,15,2021,62
s889,tv show,roadies,missing,,usa,2021-03-15,2016,tv-ma,1 season,"comedy, drama, music","created by oscar winner cameron crowe, roadies is an insider's look at the reckless, romantic, funny and often poignant lives of a committed group of roadies, who live for music and the defacto family they've formed along the way.",missing,north america,3,15,2021,62
s890,movie,robert the bruce,missing,,uk,2021-03-15,2019,tv-ma,123 min,"drama, history","king robert the bruce is injured and on the run from the english army. on the brink of defeat, a widow and her family nurse him back to health and join the bruce as he sets out to claim the long-awaited freedom of scotland.",missing,missing,3,15,2021,26
s891,movie,sister aimee,missing,,usa,2021-03-15,2019,missing,88 min,"comedy, lgbtq+","america’s most famous evangelist is a woman looking for a way out. fed up with her own success, and swept up in her lover’s daydreams about mexico, she finds herself on a wild road trip to the border. based on true events. mostly made up.",missing,north america,3,15,2021,26
s893,movie,the man who killed don quixote,missing,,spain/uk/france,2021-03-15,2018,tv-ma,133 min,"adventure, comedy","toby (adam driver) enters a world of time jumping fantasy when he meets ""don quixote"" (jonathan pryce), a delusional spanish cobbler who believes toby to be sancho panza. they embark on an epic adventure where dreams and reality intertwine.",missing,missing,3,15,2021,38
s894,movie,the stand: how one gesture shook the world,missing,,usa,2021-03-15,2020,missing,70 min,documentaries,the stand: how one gesture shook the world explores the motives behind tommie smith and john carlos's gesture of defiance during the 1968 olympics and the consequences.,missing,north america,3,15,2021,14
s895,movie,blood and money,missing,,usa,2021-03-14,2020,tv-ma,89 min,"action, thriller",a retired veteran (tom berenger) hunting in the allagash backcountry discovers a dead woman with a duffle bag full of money. he soon finds himself in a web of deceit and murder.,missing,north america,3,14,2021,14
s896,movie,buddy games,missing,,usa,2021-03-14,2020,r,97 min,comedy,"josh duhamel (in his directorial debut) stars as the leader of a group of lifelong friends who reunite for the ultimate bro-fest contest in this rowdy, star-studded comedy.",missing,north america,3,14,2021,14
s897,movie,32 seconds: a deadly night in rome,missing,,italy,2021-03-12,2020,missing,missing,crime,"in an emotionally charged abc7 originals documentary, investigative journalist dan noyes breaks dramatic new information about the killing of an italian police officer in rome, during an altercation with two young men from the san francisco bay area.   this one-hour program details events that lead to the international murder case.  see key evidence and exclusive interviews with both suspects' parents, as their sons await trial in an italian prison.",missing,europe,3,12,2021,14
s898,movie,farewell amor,missing,,usa,2021-03-12,2020,missing,102 min,"black stories, drama","reunited after 17 years apart, an angolan immigrant welcomes his wife and daughter into his tiny brooklyn apartment. now strangers, they find common ground in their shared love of dance.",missing,north america,3,12,2021,14
s899,movie,i met a girl,missing,,australia,2021-03-12,2020,missing,108 min,"drama, romance","an aspiring musician meets lucy, and falls madly in love. however, when she suddenly vanishes, he impulsively embarks on an epic journey to find her. meanwhile nick, who thinks that lucy is all in devon’s head, sets off to rescue him.",missing,oceania,3,12,2021,14
s900,movie,kid 90,missing,,usa,2021-03-12,2021,tv-ma,72 min,"documentaries, drama","as a teenager in the ‘90s, soleil moon frye carried a video camera everywhere she went, documenting her friends as they grew up in hollywood and new york city. kid 90 explores how sometimes we need to look back to find our way forward.",missing,north america,3,12,2021,2
s901,tv show,black death,missing,,uk,2021-03-11,2021,missing,1 season,comedy,"behold the dark tales of medieval times, where life is grim, absurd and humiliating! in other words, seriously relatable.",missing,missing,3,11,2021,2
s902,tv show,game of talents,missing,,usa,2021-03-11,2021,tv-pg,1 season,reality,"combining the awe, wonder and spectacle of a large-scale variety show with a clue-centered, high-intensity investigative game, ""game of talents"" is a new hybrid series. the series pits two teams of contestants against each other as they attempt to figure out the surprising – and sometimes bizarre – hidden talents of the mystery performers. with more than $200,000 on the line, it's up to the contestants to identify unique skills, including fire dancing, spider wrangling, chainsaw juggling and contortion. wayne brady hosts.",missing,north america,3,11,2021,2
s904,tv show,the split,missing,,united kingdom,2021-03-11,2018,tv-ma,2 seasons,"drama, international, romance",'the split' explores modern marriage and the legacy of divorce seen through the lens of the defoes.,missing,europe,3,11,2021,38
s906,tv show,absolutely ascot,missing,,uk,2021-03-09,2018,missing,2 seasons,reality,"big characters, extravagant lifestyles, tumultuous love-lives... famous for its racecourse, million-pound homes and buzzing nightlife, this series follows ascot's most glamorous residents across one busy summer season. featuring a cast of wealthy and impossibly attractive millennials, there are tearful heart-to-hearts and full-on dramas as reputations are made and broken, flirtations become romances and lifelong friendships fall apart.",missing,missing,3,9,2021,38
s907,tv show,dress to impress,missing,,uk,2021-03-09,2017,missing,2 seasons,"reality, romance",three fashion savvy competitors take part in a shopping showdown to win a blind date with a style conscious singleton.,missing,missing,3,9,2021,50
s909,movie,bart & hahn,missing,,usa,2021-03-08,2021,missing,missing,sports,missing,missing,north america,3,8,2021,2
s911,tv show,good girls,missing,,united states,2021-03-08,2018,tv-14,1 season,"comedy, drama","when three suburban moms get tired of trying to make ends meet, they decide it's time to stick up for themselves by robbing the local supermarket at (toy) gunpoint. but when the manager catches a glimpse of one of them and the loot is far more than they expected, it doesn't take long for the three best friends to realize the perfect getaway will be harder than they think. from executive producer jenna bans (""scandal"") comes this comedy-infused drama that mixes a little ""thelma and louise"" with a bit of ""bre",missing,north america,3,8,2021,38
s912,movie,greeny,missing,,usa,2021-03-08,2020,missing,missing,sports,"mike greenberg brings his unmatched depth of sports knowledge, fun and entertainment back for fans and listeners.",missing,north america,3,8,2021,14
s914,tv show,shipwrecked 2019,missing,,uk,2021-03-08,2019,missing,1 season,"international, reality","on two remote islands, two rival tribes, the tigers and the sharks, battle against each other in the ultimate popularity contest in paradise. in each episode new arrivals land ashore where they’ll spend a day and night with each tribe. both the tigers and sharks will do whatever it takes to win the new arrivals over in a bid to prove that they are the better island. at the end of each episode the new arrivals must decide which tribe they want to join…but in shipwrecked, anything can happen. sometimes the new arrivals will have to duel against each other to stay, the tribes will also compete to win crucial advantages, and the rules of the game can change at any time. in this fierce contest to be the most popular, friendships are formed, romances blossom, and relationships are tested to their limits. at the end of this incredible adventure the biggest tribe will win the huge cash prize of £50,000… but can they all trust each other when it really matters?",missing,missing,3,8,2021,26
s915,movie,stephen a's world,missing,,usa,2021-03-08,2021,missing,missing,sports,"stephen a will go beyond the headlines with his perspective, deep expertise, and unparalleled relationships with some of the most influential figures in sports, entertainment and beyond.",missing,north america,3,8,2021,2
s916,movie,proxima,missing,,france,2021-03-07,2019,missing,108 min,"action, drama, thriller","sarah is an astronaut and lives alone with her daughter. when she is chosen to be part of a space mission, it creates chaos in their relationship.",missing,europe,3,7,2021,26
s917,movie,storks,missing,,usa,2021-03-06,2016,pg,87 min,"adventure, cartoons, comedy",a delivery stork cooks up trouble for himself and a pal in the form of a bouncing baby girl in this animated family hit.,missing,north america,3,6,2021,62
s918,movie,triggered,missing,,usa,2021-03-06,2020,missing,94 min,thriller,"after a night of partying, nine friends wake up with suicide bombs strapped to their chests with varying timed countdown clocks, soon discovering they can 'take' another's time by killing each other.",missing,north america,3,6,2021,14
s919,movie,ammonite,missing,,uk,2021-03-05,2020,r,117 min,"drama, lgbtq+, romance","in 1840s england, an acclaimed female fossil hunter (kate winslet) and a young woman (saoirse ronan) develop an intense relationship, altering both of their lives forever",missing,missing,3,5,2021,14
s920,movie,beirut,missing,,usa,2021-03-05,2018,r,109 min,"drama, thriller","in 1980s beirut, mason skiles is a former u.s. diplomat who returns to service to save a colleague from the group that is possibly responsible for his own family's death.",missing,north america,3,5,2021,38
s921,movie,boss level,missing,,usa,2021-03-05,2021,tv-ma,94 min,"action, thriller","trapped in a time loop that constantly repeats the day of his murder, former special forces agent roy pulver (frank grillo) uncovers clues about a secret government project that could unlock the mystery behind his untimely death. in a race against the clock, pulver must hunt down colonel ventor (mel gibson), the powerful head of the government program, while outrunning skilled ruthless assassins determined to keep him from the truth in order to break out of the loop, save his ex-wife (naomi watts) and live once again for tomorrow.",missing,north america,3,5,2021,2
s922,movie,dear santa,missing,,usa,2021-03-05,2020,missing,84 min,documentaries,"as thousands of letters to santa claus flood post offices during the holiday season, it's up to the us postal service's 107-year-old operation santa to deliver them to kris kringle himself.",missing,north america,3,5,2021,14
s923,movie,iron mask,missing,,china/russia,2021-03-05,2019,missing,121 min,"action, adventure","for the first time ever, screen legends arnold schwarzenegger and jackie chan face off against each other in battle in this globetrotting fantasy adventure! also starring icon, rutger hauer, in one of his final performances.",missing,missing,3,5,2021,26
s924,tv show,step up: high water,missing,,usa,2021-03-05,2018,missing,1 season,"drama, lifestyle & culture",following dancers in a contemporary performing arts school.,missing,north america,3,5,2021,38
s925,tv show,stop the hate: the rise in violence against asian americans,missing,,usa,2021-03-05,2021,missing,1 season,news,an increase in hate crimes targeting asian americans is a silent symptom of the coronavirus pandemic.,missing,north america,3,5,2021,2
s926,tv show,soul of a nation,missing,,usa,2021-03-03,2021,missing,1 season,news,"a show by black people, for all people, about the black experience in america.",missing,north america,3,3,2021,2
s928,movie,attack of the 50 foot cheerleader,missing,,usa,2021-03-01,2012,tv-ma,83 min,"comedy, news",an epix original movie in which a college co-ed is transformed into an enormous cheerleader after using an experimental drug.,missing,north america,3,1,2021,110
s929,movie,blippi,missing,,united states,2021-03-01,2016,3 seasons,missing,kids,"explore the world as seen through the eyes of a curious toddler. feed your kids’ curiosity while they learn about vehicles, animals, the natural world and so much more. blippi helps children‘s understanding of the world and encourages vocabulary development. blippi loves visiting exciting places such as children’s museums and the zoo! he loves singing, dancing, playing and exploring.",missing,north america,3,1,2021,62
s930,tv show,cocomelon,missing,,usa,2021-03-01,2020,missing,2 seasons,kids,"at cocomelon, our primary goal has always been to engage families with entertaining and educational content that makes universally-relatable preschool moments fun. our beautiful 3d animation and toe-tapping songs create a world that centers on the everyday experiences of young children. in addition to helping preschoolers learn letters, numbers, animal sounds, colors, and more, the videos impart prosocial life lessons, providing parents with an opportunity to teach and play with their children as they watch together.",missing,north america,3,1,2021,14
s932,tv show,little baby bum,missing,,uk,2021-03-01,2017,tv-y,3 seasons,"family, kids","little baby bum is the home of colourful kids content for children all around the world. fun catchy songs, lovable and engaging characters take children on a journey of learning and adventure.",missing,missing,3,1,2021,50
s934,movie,priceless,missing,,usa,2021-03-01,2016,pg-13,99 min,"drama, mystery, thriller","a widower who loses custody of his daughter finds himself unable to hold down a job. he agrees to drive a truck across the country, no questions asked. he discovers what he is delivering, he is faced with a life-changing choice.",missing,north america,3,1,2021,62
s935,movie,florence foster jenkins,missing,,uk/usa,2021-02-26,2016,pg-13,111 min,"comedy, drama, international","meryl streep delivers a ""hilarious and touching"" performance as a new york socialite who dreams of becoming a great opera singer. while the voice she hears in her head is beautiful, to everyone else it's awful.",missing,missing,2,26,2021,61
s936,tv show,jersey shore: family vacation,missing,,usa,2021-02-26,2018,tv-14,2 seasons,reality,"the gang kicks it off by heading to las vegas. after partying through sin city, they head back to the east coast, celebrating milestones in atlantic city – and settle in for an extended summer stay at the shore, reliving their glory days together.",missing,north america,2,26,2021,37
s937,movie,sportsnation,missing,,usa,2021-02-26,2021,missing,missing,sports,the topics covered in this weekday show are chosen by fans via espn.com's sportsnation site.,missing,north america,2,26,2021,1
s939,movie,the united states vs. billie holiday,missing,,usa,2021-02-26,2021,r,130 min,"black stories, drama, history","billie holiday spent much of her career being adored by fans. in the 1940’s, the government targeted holiday in a growing effort to racialize the war on drugs, ultimately aiming to stop her from singing her controversial ballad, “strange fruit.”",missing,north america,2,26,2021,1
s940,movie,stardust,missing,,uk,2021-02-24,2020,missing,109 min,"drama, music",chronicles a young david bowie's (johnny flynn) first visit to the us - a trip that sparked the invention of his iconic alter ego ziggy stardust. also starring marc maron and jena malone.,missing,missing,2,24,2021,13
s941,tv show,beartown,missing,,sweden,2021-02-23,2021,tv-14,1 season,"drama, international","in this five-episode series, the success of a small-town swedish junior ice-hockey team leads to a violent act that shatters the town.",missing,europe,2,23,2021,1
s942,movie,dredd,missing,,uk,2021-02-23,2012,r,96 min,"action, adventure, science fiction","in a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, slo-mo.",missing,missing,2,23,2021,109
s943,tv show,spring baking championship,missing,,usa,2021-02-23,2015,tv-g,1 season,"cooking & food, family, lifestyle & culture",some of america's best bakers get set to prove their skills in this springtime baking championship.,missing,north america,2,23,2021,73
s944,tv show,supervillain: the making of tekashi 6ix9ine,missing,,usa,2021-02-21,2021,tv-ma,1 season,documentaries,"this three-part documentary series profiles hip-hop artist tekashi 6ix9ine?s epic rise to notoriety. through an exclusive interview with the incendiary rapper after his release from prison earlier this spring, director karam gill (ice cold, g-funk) examines the culture of manufactured celebrity through 6ix9ine?s mastery of social media.",missing,north america,2,21,2021,1
s945,movie,a conversation with black women,missing,,usa,2021-02-20,2021,missing,missing,news,this hour-long special features candid discussions between black women on how the past year has affected them. hosted by abc news correspondent deborah roberts.,missing,north america,2,20,2021,1
s946,movie,"abc news live presents: mission to mars, live!",missing,,usa,2021-02-19,2021,missing,missing,news,nasa's perseverance rover successfully touched down on mars as part of a mission to search for signs of ancient life.,missing,north america,2,19,2021,1
s947,tv show,good trouble,missing,,united states,2021-02-18,2019,tv-14,3 seasons,"drama, teen",callie and mariana adams foster venture to los angeles to start their adult lives and embark on their separate but intertwined journeys to change the world.,missing,north america,2,18,2021,25
s948,movie,sonic the hedgehog,missing,,usa,2021-02-18,2020,pg,99 min,"adventure, comedy, kids",sonic the hedgehog tells the story of the world's speediest hedgehog as he embraces his new home on earth. sonic and his new best friend tom team up to defend the planet from the evil genius dr. robotnik and his plans for world domination.,missing,north america,2,18,2021,13
s949,movie,the march on washington: keepers of the dream,missing,,usa,2021-02-18,2021,tv-14,missing,history,"on the 57th anniversary of martin luther king jr.'s ""i have a dream"" speech, activists joined at the lincoln memorial for the 2020 march on washington event.",missing,north america,2,18,2021,1
